description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
Recycling of eIF2:GDP,7340,5,Recycling of eIF2:GDP,REAC:R-DRE-72731,1.0,['REAC:R-DRE-72737'],0.0012490632025980515,query_1,4003,0.5,False,REAC,10
Recycling of bile acids and salts,7340,6,Recycling of bile acids and salts,REAC:R-DRE-159418,1.0,['REAC:R-DRE-194068'],0.0014988758431176618,query_1,4003,0.4,False,REAC,15
Recognition of DNA damage by PCNA-containing replication complex,7340,13,Recognition of DNA damage by PCNA-containing replication complex,REAC:R-DRE-110314,1.0,['REAC:R-DRE-73893'],0.003247564326754934,query_1,4003,0.4642857142857143,False,REAC,28
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,7340,1,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,REAC:R-DRE-110328,1.0,['REAC:R-DRE-73928'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Post-translational modification: synthesis of GPI-anchored proteins,7340,11,Post-translational modification: synthesis of GPI-anchored proteins,REAC:R-DRE-163125,1.0,['REAC:R-DRE-597592'],0.0027479390457157134,query_1,4003,0.6470588235294118,False,REAC,17
Receptor Mediated Mitophagy,7340,9,Receptor Mediated Mitophagy,REAC:R-DRE-8934903,1.0,['REAC:R-DRE-5205647'],0.0022483137646764927,query_1,4003,0.75,False,REAC,12
Reactions specific to the complex N-glycan synthesis pathway,7340,8,Reactions specific to the complex N-glycan synthesis pathway,REAC:R-DRE-975578,1.0,['REAC:R-DRE-975576'],0.0019985011241568824,query_1,4003,0.8,False,REAC,10
Rap1 signalling,7340,10,Rap1 signalling,REAC:R-DRE-392517,1.0,['REAC:R-DRE-1280218'],0.002498126405196103,query_1,4003,0.6666666666666666,False,REAC,15
Regulation of HSF1-mediated heat shock response,7340,38,Regulation of HSF1-mediated heat shock response,REAC:R-DRE-3371453,1.0,['REAC:R-DRE-3371556'],0.00949288033974519,query_1,4003,0.5846153846153846,False,REAC,65
Regulation of IFNG signaling,7340,9,Regulation of IFNG signaling,REAC:R-DRE-877312,1.0,['REAC:R-DRE-877300'],0.0022483137646764927,query_1,4003,0.8181818181818182,False,REAC,11
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),7340,58,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),REAC:R-DRE-381426,1.0,['REAC:R-DRE-392499'],0.014489133150137397,query_1,4003,0.42028985507246375,False,REAC,138
Regulation of KIT signaling,7340,5,Regulation of KIT signaling,REAC:R-DRE-1433559,1.0,['REAC:R-DRE-1433557'],0.0012490632025980515,query_1,4003,0.4166666666666667,False,REAC,12
Regulation of TP53 Degradation,7340,15,Regulation of TP53 Degradation,REAC:R-DRE-6804757,1.0,['REAC:R-DRE-6806003'],0.0037471896077941546,query_1,4003,0.40540540540540543,False,REAC,37
Regulation of TP53 Activity through Phosphorylation,7340,47,Regulation of TP53 Activity through Phosphorylation,REAC:R-DRE-6804756,1.0,['REAC:R-DRE-5633007'],0.011741194104421683,query_1,4003,0.5949367088607594,False,REAC,79
Regulation of TP53 Activity through Methylation,7340,3,Regulation of TP53 Activity through Methylation,REAC:R-DRE-6804760,1.0,['REAC:R-DRE-5633007'],0.0007494379215588309,query_1,4003,0.3333333333333333,False,REAC,9
Regulation of TP53 Activity through Association with Co-factors,7340,3,Regulation of TP53 Activity through Association with Co-factors,REAC:R-DRE-6804759,1.0,['REAC:R-DRE-5633007'],0.0007494379215588309,query_1,4003,0.23076923076923078,False,REAC,13
Regulation of TP53 Activity through Acetylation,7340,12,Regulation of TP53 Activity through Acetylation,REAC:R-DRE-6804758,1.0,['REAC:R-DRE-5633007'],0.0029977516862353237,query_1,4003,0.5454545454545454,False,REAC,22
Regulation of TP53 Activity,7340,73,Regulation of TP53 Activity,REAC:R-DRE-5633007,1.0,['REAC:R-DRE-3700989'],0.01823632275793155,query_1,4003,0.5214285714285715,False,REAC,140
Regulation of TNFR1 signaling,7340,15,Regulation of TNFR1 signaling,REAC:R-DRE-5357905,1.0,['REAC:R-DRE-75893'],0.0037471896077941546,query_1,4003,0.5,False,REAC,30
RUNX3 regulates CDKN1A transcription,7340,4,RUNX3 regulates CDKN1A transcription,REAC:R-DRE-8941855,1.0,['REAC:R-DRE-8878159'],0.0009992505620784412,query_1,4003,0.6666666666666666,False,REAC,6
Regulation of TLR by endogenous ligand,7340,3,Regulation of TLR by endogenous ligand,REAC:R-DRE-5686938,1.0,['REAC:R-DRE-168898'],0.0007494379215588309,query_1,4003,0.2727272727272727,False,REAC,11
Regulation of RUNX2 expression and activity,7340,28,Regulation of RUNX2 expression and activity,REAC:R-DRE-8939902,1.0,['REAC:R-DRE-8878166'],0.0069947539345490885,query_1,4003,0.49122807017543857,False,REAC,57
Regulation of RUNX1 Expression and Activity,7340,3,Regulation of RUNX1 Expression and Activity,REAC:R-DRE-8934593,1.0,['REAC:R-DRE-8878171'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Regulation of PTEN stability and activity,7340,36,Regulation of PTEN stability and activity,REAC:R-DRE-8948751,1.0,['REAC:R-DRE-6807070'],0.008993255058705971,query_1,4003,0.5373134328358209,False,REAC,67
Regulation of PTEN localization,7340,4,Regulation of PTEN localization,REAC:R-DRE-8948747,1.0,['REAC:R-DRE-6807070'],0.0009992505620784412,query_1,4003,0.5,False,REAC,8
Regulation of PTEN gene transcription,7340,17,Regulation of PTEN gene transcription,REAC:R-DRE-8943724,1.0,['REAC:R-DRE-6807070'],0.004246814888833375,query_1,4003,0.4358974358974359,False,REAC,39
Regulation of PLK1 Activity at G2/M Transition,7340,38,Regulation of PLK1 Activity at G2/M Transition,REAC:R-DRE-2565942,1.0,['REAC:R-DRE-69275'],0.00949288033974519,query_1,4003,0.4634146341463415,False,REAC,82
Regulation of MECP2 expression and activity,7340,4,Regulation of MECP2 expression and activity,REAC:R-DRE-9022692,1.0,['REAC:R-DRE-8986944'],0.0009992505620784412,query_1,4003,0.8,False,REAC,5
Regulation of RUNX3 expression and activity,7340,30,Regulation of RUNX3 expression and activity,REAC:R-DRE-8941858,1.0,['REAC:R-DRE-8878159'],0.007494379215588309,query_1,4003,0.5555555555555556,False,REAC,54
Post NMDA receptor activation events,7340,8,Post NMDA receptor activation events,REAC:R-DRE-438064,1.0,['REAC:R-DRE-442755'],0.0019985011241568824,query_1,4003,0.8888888888888888,False,REAC,9
Platelet Aggregation (Plug Formation),7340,16,Platelet Aggregation (Plug Formation),REAC:R-DRE-76009,1.0,['REAC:R-DRE-76002'],0.003997002248313765,query_1,4003,0.5333333333333333,False,REAC,30
Platelet sensitization by LDL,7340,10,Platelet sensitization by LDL,REAC:R-DRE-432142,1.0,['REAC:R-DRE-418346'],0.002498126405196103,query_1,4003,0.5555555555555556,False,REAC,18
Neurotransmitter release cycle,7340,33,Neurotransmitter release cycle,REAC:R-DRE-112310,1.0,['REAC:R-DRE-112315'],0.00824381713714714,query_1,4003,0.7021276595744681,False,REAC,47
Neurotransmitter receptors and postsynaptic signal transmission,7340,77,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-DRE-112314,1.0,['REAC:R-DRE-112315'],0.019235573320009993,query_1,4003,0.6111111111111112,False,REAC,126
Neurotransmitter clearance,7340,5,Neurotransmitter clearance,REAC:R-DRE-112311,1.0,['REAC:R-DRE-112315'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Neurophilin interactions with VEGF and VEGFR,7340,2,Neurophilin interactions with VEGF and VEGFR,REAC:R-DRE-194306,1.0,['REAC:R-DRE-194138'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Neuronal System,7340,180,Neuronal System,REAC:R-DRE-112316,1.0,['REAC:0000000'],0.04496627529352985,query_1,4003,0.594059405940594,False,REAC,303
Neurexins and neuroligins,7340,17,Neurexins and neuroligins,REAC:R-DRE-6794361,1.0,['REAC:R-DRE-6794362'],0.004246814888833375,query_1,4003,0.5862068965517241,False,REAC,29
Netrin-1 signaling,7340,18,Netrin-1 signaling,REAC:R-DRE-373752,1.0,['REAC:R-DRE-422475'],0.0044966275293529855,query_1,4003,0.72,False,REAC,25
Nephrin family interactions,7340,7,Nephrin family interactions,REAC:R-DRE-373753,1.0,['REAC:R-DRE-1500931'],0.0017486884836372721,query_1,4003,0.7,False,REAC,10
Negative regulators of DDX58/IFIH1 signaling,7340,7,Negative regulators of DDX58/IFIH1 signaling,REAC:R-DRE-936440,1.0,['REAC:R-DRE-168928'],0.0017486884836372721,query_1,4003,0.7777777777777778,False,REAC,9
Negative regulation of the PI3K/AKT network,7340,51,Negative regulation of the PI3K/AKT network,REAC:R-DRE-199418,1.0,['REAC:R-DRE-1257604'],0.012740444666500124,query_1,4003,0.5483870967741935,False,REAC,93
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,7340,6,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,REAC:R-DRE-8866904,1.0,['REAC:R-DRE-8864260'],0.0014988758431176618,query_1,4003,0.8571428571428571,False,REAC,7
Negative regulation of MET activity,7340,12,Negative regulation of MET activity,REAC:R-DRE-6807004,1.0,['REAC:R-DRE-6806834'],0.0029977516862353237,query_1,4003,0.6666666666666666,False,REAC,18
Negative regulation of MAPK pathway,7340,23,Negative regulation of MAPK pathway,REAC:R-DRE-5675221,1.0,['REAC:R-DRE-5673001'],0.005745690731951037,query_1,4003,0.5609756097560976,False,REAC,41
Negative regulation of FGFR4 signaling,7340,16,Negative regulation of FGFR4 signaling,REAC:R-DRE-5654733,1.0,['REAC:R-DRE-5654743'],0.003997002248313765,query_1,4003,0.5,False,REAC,32
Negative regulation of FGFR3 signaling,7340,16,Negative regulation of FGFR3 signaling,REAC:R-DRE-5654732,1.0,['REAC:R-DRE-5654741'],0.003997002248313765,query_1,4003,0.5,False,REAC,32
Neurotransmitter uptake and metabolism In glial cells,7340,3,Neurotransmitter uptake and metabolism In glial cells,REAC:R-DRE-112313,1.0,['REAC:R-DRE-112315'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Negative regulation of FGFR2 signaling,7340,17,Negative regulation of FGFR2 signaling,REAC:R-DRE-5654727,1.0,['REAC:R-DRE-5654738'],0.004246814888833375,query_1,4003,0.4358974358974359,False,REAC,39
Neutrophil degranulation,7340,298,Neutrophil degranulation,REAC:R-DRE-6798695,1.0,['REAC:R-DRE-168249'],0.07444416687484387,query_1,4003,0.48534201954397393,False,REAC,614
Nicotinate metabolism,7340,13,Nicotinate metabolism,REAC:R-DRE-196807,1.0,['REAC:R-DRE-196849'],0.003247564326754934,query_1,4003,0.4642857142857143,False,REAC,28
Nucleotide salvage,7340,7,Nucleotide salvage,REAC:R-DRE-8956321,1.0,['REAC:R-DRE-15869'],0.0017486884836372721,query_1,4003,0.30434782608695654,False,REAC,23
Nucleotide catabolism,7340,17,Nucleotide catabolism,REAC:R-DRE-8956319,1.0,['REAC:R-DRE-15869'],0.004246814888833375,query_1,4003,0.6538461538461539,False,REAC,26
Nucleotide biosynthesis,7340,9,Nucleotide biosynthesis,REAC:R-DRE-8956320,1.0,['REAC:R-DRE-15869'],0.0022483137646764927,query_1,4003,0.6428571428571429,False,REAC,14
Nucleotide Excision Repair,7340,55,Nucleotide Excision Repair,REAC:R-DRE-5696398,1.0,['REAC:R-DRE-73894'],0.013739695228578565,query_1,4003,0.5392156862745098,False,REAC,102
Nuclear signaling by ERBB4,7340,6,Nuclear signaling by ERBB4,REAC:R-DRE-1251985,1.0,['REAC:R-DRE-1236394'],0.0014988758431176618,query_1,4003,0.5,False,REAC,12
Nuclear Events (kinase and transcription factor activation),7340,10,Nuclear Events (kinase and transcription factor activation),REAC:R-DRE-198725,1.0,['REAC:R-DRE-187037'],0.002498126405196103,query_1,4003,0.3448275862068966,False,REAC,29
Nuclear Envelope Breakdown,7340,20,Nuclear Envelope Breakdown,REAC:R-DRE-2980766,1.0,['REAC:R-DRE-68875'],0.004996252810392206,query_1,4003,0.5555555555555556,False,REAC,36
Nuclear Envelope (NE) Reassembly,7340,2,Nuclear Envelope (NE) Reassembly,REAC:R-DRE-2995410,1.0,['REAC:R-DRE-68882'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Norepinephrine Neurotransmitter Release Cycle,7340,12,Norepinephrine Neurotransmitter Release Cycle,REAC:R-DRE-181430,1.0,['REAC:R-DRE-112310'],0.0029977516862353237,query_1,4003,0.75,False,REAC,16
Nonsense-Mediated Decay (NMD),7340,60,Nonsense-Mediated Decay (NMD),REAC:R-DRE-927802,1.0,['REAC:R-DRE-8953854'],0.014988758431176618,query_1,4003,0.5454545454545454,False,REAC,110
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),7340,50,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),REAC:R-DRE-975956,1.0,['REAC:R-DRE-927802'],0.012490632025980514,query_1,4003,0.5494505494505495,False,REAC,91
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),7340,60,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),REAC:R-DRE-975957,1.0,['REAC:R-DRE-927802'],0.014988758431176618,query_1,4003,0.5454545454545454,False,REAC,110
Non-integrin membrane-ECM interactions,7340,14,Non-integrin membrane-ECM interactions,REAC:R-DRE-3000171,1.0,['REAC:R-DRE-1474244'],0.0034973769672745443,query_1,4003,0.8235294117647058,False,REAC,17
NoRC negatively regulates rRNA expression,7340,10,NoRC negatively regulates rRNA expression,REAC:R-DRE-427413,1.0,['REAC:R-DRE-5250941'],0.002498126405196103,query_1,4003,0.4166666666666667,False,REAC,24
Nitric oxide stimulates guanylate cyclase,7340,4,Nitric oxide stimulates guanylate cyclase,REAC:R-DRE-392154,1.0,['REAC:R-DRE-418346'],0.0009992505620784412,query_1,4003,0.3333333333333333,False,REAC,12
Nicotinamide salvaging,7340,9,Nicotinamide salvaging,REAC:R-DRE-197264,1.0,['REAC:R-DRE-196807'],0.0022483137646764927,query_1,4003,0.42857142857142855,False,REAC,21
Negative regulation of FGFR1 signaling,7340,19,Negative regulation of FGFR1 signaling,REAC:R-DRE-5654726,1.0,['REAC:R-DRE-5654736'],0.004746440169872595,query_1,4003,0.5,False,REAC,38
Negative feedback regulation of MAPK pathway,7340,5,Negative feedback regulation of MAPK pathway,REAC:R-DRE-5674499,1.0,['REAC:R-DRE-5675221'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
Negative epigenetic regulation of rRNA expression,7340,11,Negative epigenetic regulation of rRNA expression,REAC:R-DRE-5250941,1.0,['REAC:R-DRE-212165'],0.0027479390457157134,query_1,4003,0.4074074074074074,False,REAC,27
Multifunctional anion exchangers,7340,1,Multifunctional anion exchangers,REAC:R-DRE-427601,1.0,['REAC:R-DRE-425393'],0.0002498126405196103,query_1,4003,0.2,False,REAC,5
Molybdenum cofactor biosynthesis,7340,2,Molybdenum cofactor biosynthesis,REAC:R-DRE-947581,1.0,['REAC:R-DRE-196849'],0.0004996252810392206,query_1,4003,1.0,False,REAC,2
Molecules associated with elastic fibres,7340,23,Molecules associated with elastic fibres,REAC:R-DRE-2129379,1.0,['REAC:R-DRE-1566948'],0.005745690731951037,query_1,4003,0.696969696969697,False,REAC,33
Mitotic Telophase/Cytokinesis,7340,7,Mitotic Telophase/Cytokinesis,REAC:R-DRE-68884,1.0,['REAC:R-DRE-68886'],0.0017486884836372721,query_1,4003,0.5384615384615384,False,REAC,13
Mitotic Spindle Checkpoint,7340,50,Mitotic Spindle Checkpoint,REAC:R-DRE-69618,1.0,['REAC:R-DRE-69620'],0.012490632025980514,query_1,4003,0.5319148936170213,False,REAC,94
Mitotic Prophase,7340,41,Mitotic Prophase,REAC:R-DRE-68875,1.0,['REAC:R-DRE-68886'],0.010242318261304022,query_1,4003,0.5466666666666666,False,REAC,75
Mitotic Prometaphase,7340,83,Mitotic Prometaphase,REAC:R-DRE-68877,1.0,['REAC:R-DRE-68886'],0.020734449163127656,query_1,4003,0.48823529411764705,False,REAC,170
Mitotic Metaphase and Anaphase,7340,90,Mitotic Metaphase and Anaphase,REAC:R-DRE-2555396,1.0,['REAC:R-DRE-68886'],0.022483137646764927,query_1,4003,0.5263157894736842,False,REAC,171
Mitotic G2-G2/M phases,7340,81,Mitotic G2-G2/M phases,REAC:R-DRE-453274,1.0,['REAC:R-DRE-69278'],0.020234823882088433,query_1,4003,0.4879518072289157,False,REAC,166
Mitotic G1 phase and G1/S transition,7340,60,Mitotic G1 phase and G1/S transition,REAC:R-DRE-453279,1.0,['REAC:R-DRE-69278'],0.014988758431176618,query_1,4003,0.4580152671755725,False,REAC,131
Mitotic Anaphase,7340,90,Mitotic Anaphase,REAC:R-DRE-68882,1.0,['REAC:R-DRE-2555396'],0.022483137646764927,query_1,4003,0.5263157894736842,False,REAC,171
Mitophagy,7340,21,Mitophagy,REAC:R-DRE-5205647,1.0,['REAC:R-DRE-9663891'],0.005246065450911816,query_1,4003,0.65625,False,REAC,32
Mitochondrial translation termination,7340,52,Mitochondrial translation termination,REAC:R-DRE-5419276,1.0,['REAC:R-DRE-5368287'],0.012990257307019736,query_1,4003,0.5652173913043478,False,REAC,92
Mitochondrial translation elongation,7340,51,Mitochondrial translation elongation,REAC:R-DRE-5389840,1.0,['REAC:R-DRE-5368287'],0.012740444666500124,query_1,4003,0.5730337078651685,False,REAC,89
Mitochondrial translation,7340,53,Mitochondrial translation,REAC:R-DRE-5368287,1.0,['REAC:R-DRE-72766'],0.013240069947539346,query_1,4003,0.5698924731182796,False,REAC,93
Muscarinic acetylcholine receptors,7340,3,Muscarinic acetylcholine receptors,REAC:R-DRE-390648,1.0,['REAC:R-DRE-375280'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Muscle contraction,7340,108,Muscle contraction,REAC:R-DRE-397014,1.0,['REAC:0000000'],0.02697976517611791,query_1,4003,0.627906976744186,False,REAC,172
MyD88 cascade initiated on plasma membrane,7340,39,MyD88 cascade initiated on plasma membrane,REAC:R-DRE-975871,1.0,"['REAC:R-DRE-168142', 'REAC:R-DRE-168176']",0.0097426929802648,query_1,4003,0.4875,False,REAC,80
MyD88 dependent cascade initiated on endosome,7340,43,MyD88 dependent cascade initiated on endosome,REAC:R-DRE-975155,1.0,"['REAC:R-DRE-168138', 'REAC:R-DRE-168181']",0.010741943542343242,query_1,4003,0.5058823529411764,False,REAC,85
Neddylation,7340,100,Neddylation,REAC:R-DRE-8951664,1.0,['REAC:R-DRE-597592'],0.02498126405196103,query_1,4003,0.4694835680751174,False,REAC,213
Nectin/Necl  trans heterodimerization,7340,4,Nectin/Necl  trans heterodimerization,REAC:R-DRE-420597,1.0,['REAC:R-DRE-418990'],0.0009992505620784412,query_1,4003,0.8,False,REAC,5
Na+/Cl- dependent neurotransmitter transporters,7340,8,Na+/Cl- dependent neurotransmitter transporters,REAC:R-DRE-442660,1.0,['REAC:R-DRE-425366'],0.0019985011241568824,query_1,4003,0.5714285714285714,False,REAC,14
NRAGE signals death through JNK,7340,21,NRAGE signals death through JNK,REAC:R-DRE-193648,1.0,['REAC:R-DRE-204998'],0.005246065450911816,query_1,4003,0.4666666666666667,False,REAC,45
NOSTRIN mediated eNOS trafficking,7340,2,NOSTRIN mediated eNOS trafficking,REAC:R-DRE-203641,1.0,['REAC:R-DRE-202131'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
NOD1/2 Signaling Pathway,7340,21,NOD1/2 Signaling Pathway,REAC:R-DRE-168638,1.0,['REAC:R-DRE-168643'],0.005246065450911816,query_1,4003,0.6,False,REAC,35
NGF processing,7340,3,NGF processing,REAC:R-DRE-167060,1.0,['REAC:R-DRE-9036866'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",7340,25,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",REAC:R-DRE-168643,1.0,['REAC:R-DRE-168249'],0.006245316012990257,query_1,4003,0.5434782608695652,False,REAC,46
